userId,answer,movieName,ImdbId,ImdbRate,year,numVotes
22,Blade Runner_1982,Blade Runner,tt0083658,8.2,1982,"406,301"
22,Minority Report_2002,Minority Report,tt0181689,7.7,2002,"358,172"
22,Rain Man_1988,Rain Man,tt0095953,8,1988,"352,149"
22,Mission: Impossible - Ghost Protocol_2011,Mission: Impossible - Ghost Protocol,tt1229238,7.4,2011,"315,526"
22,The Last Samurai_2003,The Last Samurai,tt0325710,7.7,2003,"283,412"
22,Collateral_2004,Collateral,tt0369339,7.6,2004,"268,577"
22,Mission: Impossible_1996,Mission: Impossible,tt0117060,7.1,1996,"258,631"
22,The Fugitive_1993,The Fugitive,tt0106977,7.8,1993,"195,141"
22,Top Gun_1986,Top Gun,tt0092099,6.8,1986,"194,938"
22,Jerry Maguire_1996,Jerry Maguire,tt0116695,7.3,1996,"170,192"
22,An Officer and a Gentleman_1982,An Officer and a Gentleman,tt0084434,7,1982,"35,032"
22,Shall We Dance_2004,Shall We Dance,tt0358135,6.1,2004,"32,373"
220fc868,The Shawshank Redemption_1994,The Shawshank Redemption,tt0111161,9.3,1994,"1,455,954"
220fc868,The Green Mile_1999,The Green Mile,tt0120689,8.5,1999,"648,877"
220fc868,Harry Potter and the Chamber of Secrets_2002,Harry Potter and the Chamber of Secrets,tt0295297,7.3,2002,"335,244"
220fc868,Pineapple Express_2008,Pineapple Express,tt0910936,7,2008,"224,714"
220fc868,Police Academy_1984,Police Academy,tt0087928,6.6,1984,"78,087"
220fc868,Little Nicky_2000,Little Nicky,tt0185431,5.3,2000,"73,857"
220fc868,Friday_1995,Friday,tt0113118,7.3,1995,"62,979"
220fc868,Half Baked_1998,Half Baked,tt0120693,6.7,1998,"44,067"
220fc868,Police Academy 2: Their First Assignment_1985,Police Academy 2: Their First Assignment,tt0089822,5.5,1985,"33,933"
220fc868,Police Academy 3: Back in Training_1986,Police Academy 3: Back in Training,tt0091777,5.1,1986,"28,535"
220fc868,Police Academy 4: Citizens on Patrol_1987,Police Academy 4: Citizens on Patrol,tt0093756,4.7,1987,"28,076"
220fc868,Next Friday_2000,Next Friday,tt0195945,6,2000,"23,163"
220fc868,Police Academy: Mission to Moscow_1994,Police Academy: Mission to Moscow,tt0110857,3.2,1994,"22,847"
220fc868,Police Academy 5: Assignment: Miami Beach_1988,Police Academy 5: Assignment: Miami Beach,tt0095882,4.2,1988,"22,691"
220fc868,Police Academy 6: City Under Siege_1989,Police Academy 6: City Under Siege,tt0098105,4,1989,"19,560"
220fc868,Friday After Next_2002,Friday After Next,tt0293815,5.8,2002,"16,349"
22f488ae,The Chronicles of Narnia: Prince Caspian_2008,The Chronicles of Narnia: Prince Caspian,tt0499448,6.6,2008,"131,211"
22f488ae,Alice in the Navy_1961,Alice in the Navy,tt0179634,6.3,1961,878
22f488ae,"$1,000 on the Black_1966","$1,000 on the Black",tt0060697,6.3,1966,168
22f488ae,Chaukat Raja_1991,Chaukat Raja,tt0436165,6.7,1991,126
22f488ae,A Queen for Caesar_1962,A Queen for Caesar,tt0056401,4,1962,51
22f488ae,A Life More Ordinary_2002,A Life More Ordinary,tt2445508,8.1,2002,50
22f488ae,This Narrow Place_2011,This Narrow Place,tt1587353,8.4,2011,49
22f488ae,"$100,000 for Ringo_1965","$100,000 for Ringo",tt0060937,5.5,1965,37
22f488ae,A Narrow Escape_1920,A Narrow Escape,tt0194666,6.4,1920,30
22f488ae,Akbar Saleem Anarkali_1978,Akbar Saleem Anarkali,tt0259177,7.4,1978,25
23852088,Pulp Fiction_1994,Pulp Fiction,tt0110912,8.9,1994,"1,131,283"
23852088,Django Unchained_2012,Django Unchained,tt1853728,8.5,2012,"773,733"
23852088,Inglourious Basterds_2009,Inglourious Basterds,tt0361748,8.3,2009,"727,507"
23852088,Kill Bill: Vol. 1_2003,Kill Bill: Vol. 1,tt0266697,8.1,2003,"627,163"
23852088,Sin City_2005,Sin City,tt0401792,8.1,2005,"583,515"
23852088,Reservoir Dogs_1992,Reservoir Dogs,tt0105236,8.4,1992,"561,305"
23852088,Kill Bill: Vol. 2_2004,Kill Bill: Vol. 2,tt0378194,8,2004,"448,695"
23852088,Jackie Brown_1997,Jackie Brown,tt0119396,7.5,1997,"211,424"
23852088,Death Proof_2007,Death Proof,tt1028528,7.1,2007,"186,012"
23852088,Grindhouse_2007,Grindhouse,tt0462322,7.7,2007,"143,300"
23fbbf42,Guardians of the Galaxy_2014,Guardians of the Galaxy,tt2015381,8.1,2014,"484,965"
23fbbf42,Transformers_2007,Transformers,tt0418279,7.2,2007,"462,959"
23fbbf42,Transformers: Dark of the Moon_2011,Transformers: Dark of the Moon,tt1399103,6.3,2011,"291,749"
23fbbf42,American Sniper_2014,American Sniper,tt2179136,7.4,2014,"203,980"
23fbbf42,Kingsman: The Secret Service_2014,Kingsman: The Secret Service,tt2802144,8,2014,"166,416"
23fbbf42,Furious Seven_2015,Furious Seven,tt2820852,7.7,2015,"156,854"
23fbbf42,Mad Max 2: The Road Warrior_1981,Mad Max 2: The Road Warrior,tt0082694,7.6,1981,"108,734"
23fbbf42,The Hills Have Eyes II_2007,The Hills Have Eyes II,tt0800069,5.1,2007,"44,594"
23fbbf42,Digging Up the Marrow_2014,Digging Up the Marrow,tt1991031,5.9,2014,"1,615"
23fbbf42,The Insurgents_2006,The Insurgents,tt0758757,4.9,2006,291
24,The Dark Knight_2008,The Dark Knight,tt0468569,9,2008,"1,427,825"
24,Inception_2010,Inception,tt1375666,8.8,2010,"1,227,049"
24,Pulp Fiction_1994,Pulp Fiction,tt0110912,8.9,1994,"1,131,283"
24,The Lord of the Rings: The Fellowship of the Ring_2001,The Lord of the Rings: The Fellowship of the Ring,tt0120737,8.8,2001,"1,069,059"
24,The Lord of the Rings: The Return of the King_2003,The Lord of the Rings: The Return of the King,tt0167260,8.9,2003,"1,043,272"
24,The Dark Knight Rises_2012,The Dark Knight Rises,tt1345836,8.5,2012,"964,005"
24,The Lord of the Rings: The Two Towers_2002,The Lord of the Rings: The Two Towers,tt0167261,8.7,2002,"939,530"
24,Batman Begins_2005,Batman Begins,tt0372784,8.3,2005,"821,557"
24,Django Unchained_2012,Django Unchained,tt1853728,8.5,2012,"773,733"
24,Star Wars_1977,Star Wars,tt0076759,8.7,1977,"749,544"
24,Memento_2000,Memento,tt0209144,8.5,2000,"731,731"
24,Inglourious Basterds_2009,Inglourious Basterds,tt0361748,8.3,2009,"727,507"
24,The Prestige_2006,The Prestige,tt0482571,8.5,2006,"709,771"
24,V for Vendetta_2005,V for Vendetta,tt0434409,8.2,2005,"681,791"
24,Star Wars: Episode V - The Empire Strikes Back_1980,Star Wars: Episode V - The Empire Strikes Back,tt0080684,8.8,1980,"680,154"
24,The Usual Suspects_1995,The Usual Suspects,tt0114814,8.7,1995,"637,981"
24,Kill Bill: Vol. 1_2003,Kill Bill: Vol. 1,tt0266697,8.1,2003,"627,163"
24,One Flew Over the Cuckoo's Nest_1975,One Flew Over the Cuckoo's Nest,tt0073486,8.7,1975,"591,204"
24,Reservoir Dogs_1992,Reservoir Dogs,tt0105236,8.4,1992,"561,305"
24,Star Wars: Episode VI - Return of the Jedi_1983,Star Wars: Episode VI - Return of the Jedi,tt0086190,8.4,1983,"540,289"
24,Kill Bill: Vol. 2_2004,Kill Bill: Vol. 2,tt0378194,8,2004,"448,695"
24,"The Good, the Bad and the Ugly_1966","The Good, the Bad and the Ugly",tt0060196,8.9,1966,"435,859"
24,Shaun of the Dead_2004,Shaun of the Dead,tt0365748,8,2004,"351,041"
24,Watchmen_2009,Watchmen,tt0409459,7.6,2009,"343,734"
24,28 Days Later..._2002,28 Days Later...,tt0289043,7.6,2002,"266,362"
24,Insomnia_2002,Insomnia,tt0278504,7.2,2002,"197,512"
24,Once Upon a Time in America_1984,Once Upon a Time in America,tt0087843,8.4,1984,"190,414"
24,Once Upon a Time in the West_1968,Once Upon a Time in the West,tt0064116,8.6,1968,"187,290"
24,South Park: Bigger Longer & Uncut_1999,South Park: Bigger Longer & Uncut,tt0158983,7.8,1999,"146,913"
24,Grindhouse_2007,Grindhouse,tt0462322,7.7,2007,"143,300"
24,For a Few Dollars More_1965,For a Few Dollars More,tt0059578,8.3,1965,"130,920"
24,The Rocky Horror Picture Show_1975,The Rocky Horror Picture Show,tt0073629,7.4,1975,"91,289"
24,Finding Forrester_2000,Finding Forrester,tt0181536,7.3,2000,"69,293"
24,American Graffiti_1973,American Graffiti,tt0069704,7.5,1973,"58,391"
24,MASH_1970,MASH,tt0066026,7.7,1970,"51,206"
24,Dolls_2002,Dolls,tt0330229,7.7,2002,"12,673"
25,Fight Club_1999,Fight Club,tt0137523,8.9,1999,"1,138,655"
25,Star Wars_1977,Star Wars,tt0076759,8.7,1977,"749,544"
25,Star Wars: Episode V - The Empire Strikes Back_1980,Star Wars: Episode V - The Empire Strikes Back,tt0080684,8.8,1980,"680,154"
25,Back to the Future_1985,Back to the Future,tt0088763,8.5,1985,"603,489"
25,WALLŒ‡E_2008,WALLŒ‡E,tt0910970,8.4,2008,"595,836"
25,Raiders of the Lost Ark_1981,Raiders of the Lost Ark,tt0082971,8.6,1981,"568,826"
25,Star Wars: Episode VI - Return of the Jedi_1983,Star Wars: Episode VI - Return of the Jedi,tt0086190,8.4,1983,"540,289"
25,Indiana Jones and the Last Crusade_1989,Indiana Jones and the Last Crusade,tt0097576,8.3,1989,"440,214"
25,Star Wars: Episode I - The Phantom Menace_1999,Star Wars: Episode I - The Phantom Menace,tt0120915,6.6,1999,"437,480"
25,Star Wars: Episode III - Revenge of the Sith_2005,Star Wars: Episode III - Revenge of the Sith,tt0121766,7.7,2005,"424,519"
25,Star Wars: Episode II - Attack of the Clones_2002,Star Wars: Episode II - Attack of the Clones,tt0121765,6.7,2002,"375,015"
25,Indiana Jones and the Temple of Doom_1984,Indiana Jones and the Temple of Doom,tt0087469,7.6,1984,"279,832"
25,Back to the Future Part II_1989,Back to the Future Part II,tt0096874,7.8,1989,"275,912"
25,Back to the Future Part III_1990,Back to the Future Part III,tt0099088,7.4,1990,"228,144"
25e7441c,Gone Girl_2014,Gone Girl,tt2267998,8.2,2014,"400,364"
25e7441c,The Equalizer_2014,The Equalizer,tt0455944,7.2,2014,"172,512"
26,The Pursuit of Happyness_2006,The Pursuit of Happyness,tt0454921,7.9,2006,"296,992"
26740768,Inception_2010,Inception,tt1375666,8.8,2010,"1,227,049"
26740768,The Lord of the Rings: The Fellowship of the Ring_2001,The Lord of the Rings: The Fellowship of the Ring,tt0120737,8.8,2001,"1,069,059"
26740768,The Dark Knight Rises_2012,The Dark Knight Rises,tt1345836,8.5,2012,"964,005"
26740768,Gladiator_2000,Gladiator,tt0172495,8.5,2000,"834,981"
26740768,Titanic_1997,Titanic,tt0120338,7.7,1997,"685,814"
26740768,Harry Potter and the Deathly Hallows: Part 2_2011,Harry Potter and the Deathly Hallows: Part 2,tt1201607,8.1,2011,"449,395"
26740768,Captain America: The First Avenger_2011,Captain America: The First Avenger,tt0458339,6.8,2011,"406,311"
26740768,The Conjuring_2013,The Conjuring,tt1457767,7.5,2013,"241,724"
26740768,3 Idiots_2009,3 Idiots,tt1187043,8.5,2009,"158,096"
26740768,OMG: Oh My God!_2012,OMG: Oh My God!,tt2283748,8.2,2012,"18,811"
27,Fight Club_1999,Fight Club,tt0137523,8.9,1999,"1,138,655"
27,Shutter Island_2010,Shutter Island,tt1130884,8.1,2010,"645,191"
27,Eternal Sunshine of the Spotless Mind_2004,Eternal Sunshine of the Spotless Mind,tt0338013,8.4,2004,"573,653"
27,The Butterfly Effect_2004,The Butterfly Effect,tt0289879,7.7,2004,"315,435"
2701dd77,Trainspotting_1996,Trainspotting,tt0117951,8.2,1996,"409,302"
2701dd77,Gone Girl_2014,Gone Girl,tt2267998,8.2,2014,"400,364"
2701dd77,We Need to Talk About Kevin_2011,We Need to Talk About Kevin,tt1242460,7.5,2011,"80,986"
2701dd77,Blue Is the Warmest Color_2013,Blue Is the Warmest Color,tt2278871,7.9,2013,"69,983"
2701dd77,The Dreamers_2003,The Dreamers,tt0309987,7.2,2003,"69,890"
2701dd77,Bronson_2008,Bronson,tt1172570,7.1,2008,"65,075"
2701dd77,Night Watch_2004,Night Watch,tt0403358,6.5,2004,"45,065"
2701dd77,St. Trinian's_2007,St. Trinian's,tt0964587,5.8,2007,"16,650"
2701dd77,Mommy_2014,Mommy,tt3612616,8.2,2014,"14,327"
2701dd77,Party Monster_2003,Party Monster,tt0320244,6.3,2003,"11,892"
2701dd77,Witching and Bitching_2013,Witching and Bitching,tt2404738,6.4,2013,"7,170"
2701dd77,Another Day in Paradise_1998,Another Day in Paradise,tt0127722,6.5,1998,"6,871"
2701dd77,Tonight You're Mine_2011,Tonight You're Mine,tt1672845,6.6,2011,"3,182"
2701dd77,Fresh Meat_2012,Fresh Meat,tt2396495,5.2,2012,"1,024"
27d44a1c,Pulp Fiction_1994,Pulp Fiction,tt0110912,8.9,1994,"1,131,283"
27d44a1c,The Avengers_2012,The Avengers,tt0848228,8.2,2012,"829,258"
27d44a1c,Schindler's List_1993,Schindler's List,tt0108052,8.9,1993,"738,747"
27d44a1c,Titanic_1997,Titanic,tt0120338,7.7,1997,"685,814"
27d44a1c,Kill Bill: Vol. 1_2003,Kill Bill: Vol. 1,tt0266697,8.1,2003,"627,163"
27d44a1c,Sin City_2005,Sin City,tt0401792,8.1,2005,"583,515"
27d44a1c,Raiders of the Lost Ark_1981,Raiders of the Lost Ark,tt0082971,8.6,1981,"568,826"
27d44a1c,Jurassic Park_1993,Jurassic Park,tt0107290,8,1993,"482,758"
27d44a1c,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe_2005","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",tt0363771,6.9,2005,"253,495"
27d44a1c,3 Godfathers_1948,3 Godfathers,tt0040064,7.2,1948,"5,619"
27d72046,Resident Evil_2002,Resident Evil,tt0120804,6.7,2002,"181,074"
27d72046,Lara Croft: Tomb Raider_2001,Lara Croft: Tomb Raider,tt0146316,5.7,2001,"141,359"
27d72046,Resident Evil: Afterlife_2010,Resident Evil: Afterlife,tt1220634,5.9,2010,"119,692"
27d72046,Lara Croft Tomb Raider: The Cradle of Life_2003,Lara Croft Tomb Raider: The Cradle of Life,tt0325703,5.5,2003,"91,896"
27d72046,Taxi 4_2007,Taxi 4,tt0804540,5.5,2007,"17,604"
27d72046,Taxidermia_2006,Taxidermia,tt0410730,7,2006,"11,784"
27d72046,Taxi zum Klo_1980,Taxi zum Klo,tt0081606,6.6,1980,886
27d72046,Evil Spawn_1987,Evil Spawn,tt0092992,3.1,1987,402
27d72046,A Little Monk_2002,A Little Monk,tt0346887,6.9,2002,119
27d72046,Bjurra_1970,Bjurra,tt0216576,4.6,1970,34
28,Pulp Fiction_1994,Pulp Fiction,tt0110912,8.9,1994,"1,131,283"
28,Sin City_2005,Sin City,tt0401792,8.1,2005,"583,515"
28,Whiplash_2014,Whiplash,tt2582802,8.6,2014,"223,340"
286671cc,The Shawshank Redemption_1994,The Shawshank Redemption,tt0111161,9.3,1994,"1,455,954"
286671cc,Inception_2010,Inception,tt1375666,8.8,2010,"1,227,049"
286671cc,Fight Club_1999,Fight Club,tt0137523,8.9,1999,"1,138,655"
286671cc,The Matrix_1999,The Matrix,tt0133093,8.7,1999,"1,040,274"
286671cc,Forrest Gump_1994,Forrest Gump,tt0109830,8.8,1994,"1,038,780"
286671cc,The Godfather_1972,The Godfather,tt0068646,9.2,1972,"999,414"
286671cc,Batman Begins_2005,Batman Begins,tt0372784,8.3,2005,"821,557"
286671cc,American Beauty_1999,American Beauty,tt0169547,8.4,1999,"716,605"
286671cc,Donnie Darko_2001,Donnie Darko,tt0246578,8.1,2001,"508,685"
286671cc,City of God_2002,City of God,tt0317248,8.7,2002,"464,645"
29,Inception_2010,Inception,tt1375666,8.8,2010,"1,227,049"
29,The Lord of the Rings: The Fellowship of the Ring_2001,The Lord of the Rings: The Fellowship of the Ring,tt0120737,8.8,2001,"1,069,059"
29,The Lord of the Rings: The Return of the King_2003,The Lord of the Rings: The Return of the King,tt0167260,8.9,2003,"1,043,272"
29,The Lord of the Rings: The Two Towers_2002,The Lord of the Rings: The Two Towers,tt0167261,8.7,2002,"939,530"
29,Django Unchained_2012,Django Unchained,tt1853728,8.5,2012,"773,733"
29,The Departed_2006,The Departed,tt0407887,8.5,2006,"740,755"
29,Titanic_1997,Titanic,tt0120338,7.7,1997,"685,814"
29,Shutter Island_2010,Shutter Island,tt1130884,8.1,2010,"645,191"
29,The Hobbit: An Unexpected Journey_2012,The Hobbit: An Unexpected Journey,tt0903624,8,2012,"560,740"
29,The Hobbit: The Desolation of Smaug_2013,The Hobbit: The Desolation of Smaug,tt1170358,8,2013,"409,994"
29,Blood Diamond_2006,Blood Diamond,tt0450259,8,2006,"351,208"
29,Lord of War_2005,Lord of War,tt0399295,7.6,2005,"229,922"
29,The Beach_2000,The Beach,tt0163978,6.6,2000,"154,609"
29,Mr. Nobody_2009,Mr. Nobody,tt0485947,7.9,2009,"114,862"
29631ed2,The Godfather: Part II_1974,The Godfather: Part II,tt0071562,9.1,1974,"672,313"
29631ed2,Life of Pi_2012,Life of Pi,tt0454876,8,2012,"373,333"
29631ed2,The Mask_1994,The Mask,tt0110475,6.8,1994,"232,233"
29631ed2,The Godfather: Part III_1990,The Godfather: Part III,tt0099674,7.6,1990,"227,921"
29631ed2,Son of the Mask_2005,Son of the Mask,tt0362165,2.1,2005,"35,806"
29631ed2,Tokyo Godfathers_2003,Tokyo Godfathers,tt0388473,7.9,2003,"15,938"
29631ed2,A Happy Man_2009,A Happy Man,tt1075115,5.3,2009,203
29631ed2,10 Year Plan_2014,10 Year Plan,tt3239442,6,2014,44
29631ed2,Out-Takes from the Life of a Happy Man_2012,Out-Takes from the Life of a Happy Man,tt2877528,7.3,2012,29
29631ed2,Sindromul Timisoara_2004,Sindromul Timisoara,tt0319811,6.9,2004,27
2d869553,Shaun of the Dead_2004,Shaun of the Dead,tt0365748,8,2004,"351,041"
2d869553,The Butterfly Effect_2004,The Butterfly Effect,tt0289879,7.7,2004,"315,435"
2d869553,Hot Fuzz_2007,Hot Fuzz,tt0425112,7.9,2007,"310,704"
2d869553,The Fifth Element_1997,The Fifth Element,tt0119116,7.6,1997,"305,302"
2d869553,The Nightmare Before Christmas_1993,The Nightmare Before Christmas,tt0107688,8,1993,"199,270"
2d869553,Planet Terror_2007,Planet Terror,tt1077258,7.2,2007,"153,325"
2d869553,Four Rooms_1995,Four Rooms,tt0113101,6.7,1995,"69,649"
2d869553,Beerfest_2006,Beerfest,tt0486551,6.3,2006,"51,081"
2d869553,Dead Snow_2009,Dead Snow,tt1278340,6.4,2009,"49,645"
2d869553,At World's End_2009,At World's End,tt1242527,5.9,2009,"1,045"
2e1312a9,Fight Club_1999,Fight Club,tt0137523,8.9,1999,"1,138,655"
2e1312a9,Pulp Fiction_1994,Pulp Fiction,tt0110912,8.9,1994,"1,131,283"
2e1312a9,The Silence of the Lambs_1991,The Silence of the Lambs,tt0102926,8.6,1991,"740,937"
2e1312a9,The Terminator_1984,The Terminator,tt0088247,8.1,1984,"506,173"
2e1312a9,Jurassic Park_1993,Jurassic Park,tt0107290,8,1993,"482,758"
2e1312a9,Rocky_1976,Rocky,tt0075148,8.1,1976,"307,235"
2e1312a9,A Nightmare on Elm Street_1984,A Nightmare on Elm Street,tt0087800,7.5,1984,"128,686"
2e1312a9,The Hustler_1961,The Hustler,tt0054997,8.1,1961,"56,327"
2e1312a9,White Men Can't Jump_1992,White Men Can't Jump,tt0105812,6.6,1992,"52,584"
31,Back to the Future_1985,Back to the Future,tt0088763,8.5,1985,"603,489"
31,The Truman Show_1998,The Truman Show,tt0120382,8.1,1998,"565,203"
31,Back to the Future Part II_1989,Back to the Future Part II,tt0096874,7.8,1989,"275,912"
31,Back to the Future Part III_1990,Back to the Future Part III,tt0099088,7.4,1990,"228,144"
3109c266,The Shawshank Redemption_1994,The Shawshank Redemption,tt0111161,9.3,1994,"1,455,954"
3109c266,Pulp Fiction_1994,Pulp Fiction,tt0110912,8.9,1994,"1,131,283"
3109c266,The Lord of the Rings: The Fellowship of the Ring_2001,The Lord of the Rings: The Fellowship of the Ring,tt0120737,8.8,2001,"1,069,059"
3109c266,The Lord of the Rings: The Return of the King_2003,The Lord of the Rings: The Return of the King,tt0167260,8.9,2003,"1,043,272"
3109c266,The Godfather_1972,The Godfather,tt0068646,9.2,1972,"999,414"
3109c266,The Lord of the Rings: The Two Towers_2002,The Lord of the Rings: The Two Towers,tt0167261,8.7,2002,"939,530"
3109c266,American Beauty_1999,American Beauty,tt0169547,8.4,1999,"716,605"
3109c266,Aliens_1986,Aliens,tt0090605,8.4,1986,"424,345"
3109c266,Apocalypse Now_1979,Apocalypse Now,tt0078788,8.5,1979,"393,735"
3109c266,Platoon_1986,Platoon,tt0091763,8.1,1986,"256,087"
3109c266,From Dusk Till Dawn_1996,From Dusk Till Dawn,tt0116367,7.3,1996,"192,275"
3109c266,The Graduate_1967,The Graduate,tt0061722,8,1967,"190,564"
32,The Avengers_2012,The Avengers,tt0848228,8.2,2012,"829,258"
32,Silver Linings Playbook_2012,Silver Linings Playbook,tt1045658,7.8,2012,"464,133"
32,Iron Man 2_2010,Iron Man 2,tt1228705,7.1,2010,"436,780"
32,Sherlock Holmes_2009,Sherlock Holmes,tt0988045,7.6,2009,"417,631"
32,Despicable Me_2010,Despicable Me,tt1323594,7.7,2010,"318,885"
32,Bruce Almighty_2003,Bruce Almighty,tt0315327,6.7,2003,"262,468"
33a63a1f,Pirates of the Caribbean: The Curse of the Black Pearl_2003,Pirates of the Caribbean: The Curse of the Black Pearl,tt0325980,8.1,2003,"697,405"
33a63a1f,Pirates of the Caribbean: Dead Man's Chest_2006,Pirates of the Caribbean: Dead Man's Chest,tt0383574,7.3,2006,"455,521"
33a63a1f,Pirates of the Caribbean: At World's End_2007,Pirates of the Caribbean: At World's End,tt0449088,7.1,2007,"411,133"
33a63a1f,Minority Report_2002,Minority Report,tt0181689,7.7,2002,"358,172"
33a63a1f,Oblivion_2013,Oblivion,tt1483013,7,2013,"328,859"
33a63a1f,Edge of Tomorrow_2014,Edge of Tomorrow,tt1631867,7.9,2014,"328,050"
33a63a1f,Pirates of the Caribbean: On Stranger Tides_2011,Pirates of the Caribbean: On Stranger Tides,tt1298650,6.7,2011,"317,888"
33a63a1f,Mission: Impossible - Ghost Protocol_2011,Mission: Impossible - Ghost Protocol,tt1229238,7.4,2011,"315,526"
33a63a1f,Mission: Impossible_1996,Mission: Impossible,tt0117060,7.1,1996,"258,631"
33a63a1f,Mission: Impossible III_2006,Mission: Impossible III,tt0317919,6.8,2006,"219,644"
33a63a1f,Mission: Impossible II_2000,Mission: Impossible II,tt0120755,6,2000,"207,484"
34,Trainspotting_1996,Trainspotting,tt0117951,8.2,1996,"409,302"
34,Once Upon a Time in America_1984,Once Upon a Time in America,tt0087843,8.4,1984,"190,414"
34,Black Sunday_1960,Black Sunday,tt0054067,7.4,1960,"8,300"
35,The Lord of the Rings: The Fellowship of the Ring_2001,The Lord of the Rings: The Fellowship of the Ring,tt0120737,8.8,2001,"1,069,059"
35,Batman Begins_2005,Batman Begins,tt0372784,8.3,2005,"821,557"
35,300_2006,300,tt0416449,7.8,2006,"544,654"
35,Rocky IV_1985,Rocky IV,tt0089927,6.7,1985,"109,728"
3598237b,Inception_2010,Inception,tt1375666,8.8,2010,"1,227,049"
3598237b,The Avengers_2012,The Avengers,tt0848228,8.2,2012,"829,258"
3598237b,The Wolf of Wall Street_2013,The Wolf of Wall Street,tt0993846,8.2,2013,"589,883"
3598237b,Iron Man 3_2013,Iron Man 3,tt1300854,7.3,2013,"469,125"
3598237b,Edge of Tomorrow_2014,Edge of Tomorrow,tt1631867,7.9,2014,"328,050"
3598237b,Mission: Impossible - Ghost Protocol_2011,Mission: Impossible - Ghost Protocol,tt1229238,7.4,2011,"315,526"
3598237b,3 Idiots_2009,3 Idiots,tt1187043,8.5,2009,"158,096"
3598237b,The Scorpion King_2002,The Scorpion King,tt0277296,5.5,2002,"89,858"
3598237b,PK_2014,PK,tt2338151,8.4,2014,"57,291"
3598237b,Ek Tha Tiger_2012,Ek Tha Tiger,tt2016894,5.3,2012,"16,668"
36,The Matrix_1999,The Matrix,tt0133093,8.7,1999,"1,040,274"
36,Iron Man_2008,Iron Man,tt0371746,7.9,2008,"589,675"
36,Iron Man 3_2013,Iron Man 3,tt1300854,7.3,2013,"469,125"
36,Iron Man 2_2010,Iron Man 2,tt1228705,7.1,2010,"436,780"
36,The Matrix Reloaded_2003,The Matrix Reloaded,tt0234215,7.2,2003,"384,694"
36,The Matrix Revolutions_2003,The Matrix Revolutions,tt0242653,6.7,2003,"331,769"
36,Bruce Almighty_2003,Bruce Almighty,tt0315327,6.7,2003,"262,468"
36,RoboCop_1987,RoboCop,tt0093870,7.5,1987,"159,451"
36,RoboCop 2_1990,RoboCop 2,tt0100502,5.7,1990,"55,125"
36,Hackers_1995,Hackers,tt0113243,6.2,1995,"49,812"
36,RoboCop 3_1993,RoboCop 3,tt0107978,3.9,1993,"30,963"
36,The Concert_2009,The Concert,tt1320082,7.6,2009,"13,856"
36,Tre uomini e una gamba_1997,Tre uomini e una gamba,tt0135007,7.5,1997,"4,464"
37,Forrest Gump_1994,Forrest Gump,tt0109830,8.8,1994,"1,038,780"
37b8d96d,I Am Legend_2007,I Am Legend,tt0480249,7.2,2007,"459,138"
37b8d96d,Independence Day_1996,Independence Day,tt0116629,6.9,1996,"379,292"
37b8d96d,Men in Black_1997,Men in Black,tt0119654,7.2,1997,"352,020"
37b8d96d,The Pursuit of Happyness_2006,The Pursuit of Happyness,tt0454921,7.9,2006,"296,992"
37b8d96d,Hancock_2008,Hancock,tt0448157,6.5,2008,"293,642"
37b8d96d,Men in Black II_2002,Men in Black II,tt0120912,6,2002,"232,428"
37b8d96d,Bad Boys II_2003,Bad Boys II,tt0172156,6.5,2003,"160,178"
37b8d96d,Bad Boys_1995,Bad Boys,tt0112442,6.8,1995,"151,023"
37b8d96d,Saw III_2006,Saw III,tt0489270,6.2,2006,"127,184"
37b8d96d,Judgement Day_1988,Judgement Day,tt0095414,5.2,1988,115
37b8d96d,Bad Guys_2000,Bad Guys,tt0246446,4.8,2000,46
38,Il secondo tragico Fantozzi_1976,Il secondo tragico Fantozzi,tt0075178,7.8,1976,"2,246"
384bcb6c,The Lord of the Rings: The Fellowship of the Ring_2001,The Lord of the Rings: The Fellowship of the Ring,tt0120737,8.8,2001,"1,069,059"
384bcb6c,300_2006,300,tt0416449,7.8,2006,"544,654"
384bcb6c,300: Rise of an Empire_2014,300: Rise of an Empire,tt1253863,6.3,2014,"189,338"
384bcb6c,Fifty Shades of Grey_2015,Fifty Shades of Grey,tt2322441,4.2,2015,"156,907"
384bcb6c,The Lord of the Rings: The Return of the King_2003,The Lord of the Rings: The Return of the King,tt0167260,8.9,2003,"1,043,272"
384bcb6c,The Lord of the Rings: The Two Towers_2002,The Lord of the Rings: The Two Towers,tt0167261,8.7,2002,"939,530"
384bcb6c,Titanic_1997,Titanic,tt0120338,7.7,1997,"685,814"
384bcb6c,2 Fast 2 Furious_2003,2 Fast 2 Furious,tt0322259,5.8,2003,"161,781"
384bcb6c,P.S. I Love You_2007,P.S. I Love You,tt0431308,7,2007,"148,226"
384bcb6c,The Lord of the Rings_1978,The Lord of the Rings,tt0077869,6.1,1978,"22,488"
39,Life Is Beautiful_1997,Life Is Beautiful,tt0118799,8.6,1997,"345,550"
39b8e47d,Deep Blue Sea_1999,Deep Blue Sea,tt0149261,5.8,1999,"90,240"
39b8e47d,Chennai Express_2013,Chennai Express,tt2112124,6,2013,"29,762"
