worker_Id,answer
14,Romance
14,Biography
14,Documentary
14,History
14,Musical
14,Mystery
14,Short
17,Action
17,Adventure
17,Crime
17,War
18,Comedy
18,Animation
18,Romance
18,Family
18,Crime
18,Thriller
20,Drama
20,Crime
20,Biography
20,Film-Noir
20,Sci-Fi
20,Mystery
20,Thriller
21,Action
21,Comedy
21,Animation
21,Fantasy
21,Crime
21,Film-Noir
21,Sci-Fi
21,Thriller
19,No-difference
22,Action
22,Adventure
22,Comedy
22,Romance
22,Fantasy
22,Film-Noir
22,Sci-Fi
22,Thriller
24,Drama
24,Crime
24,Documentary
24,War
24,Western
13,Romance
13,Film-Noir
13,Horror
13,Mystery
25,Action
25,Adventure
25,Comedy
25,Animation
25,Crime
25,Sci-Fi
25,Thriller
25,Music
26,Action
26,Adventure
26,Comedy
26,Animation
26,Fantasy
27,Thriller
28,Action
28,Documentary
28,Film-Noir
28,History
28,Mystery
29,Action
29,Adventure
29,Comedy
29,Fantasy
29,Crime
29,Thriller
31,Action
31,Comedy
34,Horror
35,Adventure
35,Comedy
35,Fantasy
36,Action
36,Comedy
36,Crime
36,War
36,Sci-Fi
36,Thriller
36,Music
37,Adventure
37,Comedy
37,Animation
37,Fantasy
37,Documentary
37,Mystery
38,Action
38,Comedy
38,Crime
38,War
38,Sport
39,Comedy
39,Romance
39,Musical
39,Music
40,Action
40,Adventure
40,Comedy
40,Animation
40,Documentary
40,Sci-Fi
40,Mystery
41,Fantasy
41,Crime
41,Film-Noir
41,Sci-Fi
41,Mystery
41,Thriller
42,Adventure
42,Comedy
42,Animation
42,Sci-Fi
42,Short
42,Sport
43,No-difference
32,Action
32,Adventure
32,Animation
32,Fantasy
44,Animation
44,Family
44,Musical
10,Action
10,Adventure
10,Comedy
10,Drama
10,Romance
10,Fantasy
10,Crime
45,Animation
45,Biography
45,Sci-Fi
45,Thriller
47,Action
47,Adventure
47,Comedy
47,Drama
47,Romance
47,Family
47,War
47,Thriller
47,Sport
50,Romance
49,Comedy
49,Thriller
52,Action
52,Adventure
52,Comedy
52,Sci-Fi
52,Mystery
52,Thriller
54,Action
54,Adventure
54,Fantasy
54,Sci-Fi
59,Action
59,Adventure
59,Drama
59,Sci-Fi
60,Action
60,Adventure
60,Comedy
60,Animation
60,Fantasy
60,Sci-Fi
60,Thriller
61,Action
61,Adventure
61,Comedy
61,Crime
61,Horror
61,War
61,Western
61,Sci-Fi
61,Sport
62,Adventure
62,Comedy
62,Drama
62,Biography
62,Documentary
62,Horror
62,Mystery
62,Thriller
62,Music
64,Action
64,Adventure
64,Comedy
64,Animation
64,Drama
64,Romance
64,Crime
64,Biography
64,Documentary
64,War
64,History
64,Western
64,Sci-Fi
66,Drama
66,Romance
66,Family
66,Crime
66,Documentary
66,Thriller
65,Drama
65,Romance
65,Family
65,Mystery
67,Action
67,Adventure
67,Comedy
67,Animation
67,Drama
67,Family
67,Crime
67,Biography
67,Sci-Fi
67,Mystery
67,Thriller
68,Comedy
68,Animation
68,Crime
68,History
68,Mystery
69,Action
69,Comedy
69,Animation
69,Drama
69,Romance
69,Crime
69,Horror
69,Mystery
74,History
74,War
74,Biography
74,Romance
74,Drama
74,Animation
74,Comedy
74,Adventure
74,Thriller
74,Sport
75,Adventure
75,Animation
75,Drama
75,Romance
75,Family
75,Musical
75,Mystery
77,Comedy
77,History
77,Thriller
76,Adventure
76,Comedy
76,Drama
76,Romance
76,Documentary
76,Musical
76,Short
76,Music
78,Drama
78,Mystery
79,Adventure
79,Animation
79,Horror
79,History
79,Sci-Fi
80,Mystery
81,Adventure
81,Drama
81,Mystery
83,Adventure
83,Comedy
83,Romance
83,Family
83,History
83,Mystery
87,Romance
87,Family
87,Documentary
85,Adventure
85,Drama
85,History
85,Mystery
88,Comedy
88,Drama
88,Romance
88,Family
84,Adventure
84,Comedy
84,Animation
84,Drama
84,Family
84,Crime
84,History
84,Musical
84,Mystery
84,Sport
89,Adventure
89,Crime
89,Biography
89,Documentary
89,Horror
89,History
89,Mystery
89,Thriller
90,Action
90,Adventure
90,Comedy
90,Animation
90,Romance
90,Family
90,Fantasy
90,Western
91,Animation
91,Drama
91,Romance
91,Biography
91,Documentary
91,History
92,Drama
92,Mystery
93,Action
93,Comedy
93,Animation
94,Drama
94,Romance
94,Biography
94,Documentary
94,Horror
94,Mystery
95,Comedy
95,Animation
95,Drama
95,Romance
95,Family
95,Biography
95,History
95,Musical
95,Music
96,Comedy
96,Romance
96,Family
96,Thriller
97,Action
97,Drama
97,Sci-Fi
97,No-difference
98,Action
98,Adventure
98,Animation
98,Drama
98,Romance
98,Family
98,Fantasy
98,Crime
98,Biography
98,Film-Noir
98,War
98,History
98,Western
98,Mystery
98,Short
98,No-difference
104,Adventure
104,Fantasy
104,Crime
104,Documentary
104,History
104,Sci-Fi
113,Action
113,Adventure
113,Animation
113,Drama
113,Romance
114,Adventure
114,Comedy
114,Romance
114,Fantasy
114,History
114,Sci-Fi
114,Mystery
114,Thriller
115,Action
115,Adventure
115,Crime
115,War
115,Mystery
117,Crime
117,Sci-Fi
117,Thriller
120,Comedy
120,Drama
120,Sci-Fi
120,Mystery
122,Adventure
122,Comedy
122,Animation
122,Fantasy
122,Sci-Fi
118,Action
118,Adventure
118,Comedy
118,Fantasy
118,Crime
118,Film-Noir
118,Horror
118,War
118,Western
118,Sci-Fi
118,Mystery
118,Thriller
123,Action
123,Adventure
123,Comedy
123,Animation
123,Fantasy
123,Horror
123,Musical
123,Mystery
123,Thriller
127,Animation
128,Comedy
128,Animation
128,Fantasy
128,Crime
128,Documentary
128,Film-Noir
128,War
128,Musical
128,Sci-Fi
128,Mystery
128,Short
129,Drama
131,Action
131,Adventure
131,Biography
131,War
131,Sci-Fi
131,Mystery
132,Comedy
132,Drama
132,Romance
132,Family
132,Crime
130,Action
130,Adventure
130,Drama
130,Crime
130,Documentary
130,History
130,Mystery
134,Action
134,Adventure
134,Comedy
134,Family
134,Fantasy
134,Documentary
140,Action
140,Crime
140,Documentary
140,History
142,Action
142,Animation
142,Drama
142,Romance
142,Family
142,Biography
142,History
138,Action
138,Adventure
138,Drama
138,Sci-Fi
146,Comedy
146,Drama
146,Musical
146,Music
146,Sport
153,Action
153,Adventure
153,Comedy
153,Animation
153,Romance
153,Family
153,War
153,History
153,Musical
153,Mystery
153,Music
149,Sci-Fi
149,Fantasy
149,Animation
149,Comedy
149,Adventure
149,Action
156,Action
156,Adventure
156,Sci-Fi
156,Mystery
156,Thriller
159,Comedy
159,Drama
159,Fantasy
159,Musical
161,Action
161,Comedy
157,Romance
157,Family
157,History
163,Action
163,Animation
163,Romance
163,Family
151,Comedy
151,Drama
151,Romance
151,Crime
151,Western
167,Action
167,Comedy
167,Drama
167,Romance
167,Crime
167,Horror
154,Action
154,Animation
154,Drama
154,Romance
154,Family
154,Horror
154,History
166,Adventure
166,Comedy
170,Fantasy
170,Sci-Fi
170,Thriller
169,Action
169,Horror
169,Thriller
169,Sport
172,Mystery
172,Sci-Fi
172,History
172,War
172,Horror
172,Crime
172,Fantasy
172,Drama
172,Comedy
172,Action
171,Action
171,Comedy
171,Animation
171,Drama
171,Mystery
173,Action
173,Adventure
173,Comedy
173,Thriller
174,Thriller
174,Film-Noir
174,Crime
174,Comedy
174,Action
175,Action
175,Comedy
175,Drama
175,Romance
175,Documentary
175,History
175,Thriller
175,Music
175,Sport
178,Thriller
178,History
178,War
178,Drama
178,Comedy
178,Action
178,Adventure
179,Drama
179,Romance
179,Family
179,Biography
179,Comedy
181,Drama
181,Sci-Fi
181,Thriller
182,Action
182,Adventure
182,Drama
182,Romance
182,Horror
182,Western
184,Crime
185,Adventure
185,Comedy
185,Animation
185,Drama
185,Romance
185,Biography
185,Mystery
183,Adventure
183,Comedy
183,Animation
183,Romance
183,Documentary
183,Horror
197,Documentary
187,Action
187,Comedy
187,Crime
187,Thriller
197,Biography
197,Romance
197,Drama
197,Animation
191,Comedy
191,Animation
191,Romance
191,Fantasy
191,Biography
191,Sci-Fi
191,Mystery
192,Comedy
192,Drama
192,Fantasy
192,Crime
192,Documentary
192,Sci-Fi
192,Mystery
193,Mystery
193,Romance
198,Thriller
199,Adventure
199,Comedy
199,Animation
199,Drama
199,Romance
199,Family
199,Fantasy
